 i-sweep         i(Vin)          i(Vout)         i(Vbias)        i(v1)           i(v2)           i(vout1)        v(vbp)          v(vcn)         
 3.50000000e-08  3.50000000e-08  6.23729761e-08  5.03091182e-06  4.97808172e-06  5.04045253e-06  6.34530955e-08  6.70251415e-01  7.33817407e-01 
 3.60000000e-08  3.60000000e-08  6.32657304e-08  5.03091198e-06  4.97814037e-06  5.04140394e-06  6.43596465e-08  6.70251412e-01  7.33817410e-01 
 3.70000000e-08  3.70000000e-08  6.41593658e-08  5.03091180e-06  4.97819795e-06  5.04235514e-06  6.52670464e-08  6.70251415e-01  7.33817409e-01 
 3.80000000e-08  3.80000000e-08  6.50538396e-08  5.03091178e-06  4.97825492e-06  5.04330662e-06  6.61752619e-08  6.70251415e-01  7.33817409e-01 
 3.90000000e-08  3.90000000e-08  6.59491661e-08  5.03091189e-06  4.97831134e-06  5.04425835e-06  6.70843292e-08  6.70251414e-01  7.33817408e-01 
 4.00000000e-08  4.00000000e-08  6.68453026e-08  5.03091180e-06  4.97836685e-06  5.04521001e-06  6.79941686e-08  6.70251415e-01  7.33817408e-01 
 4.10000000e-08  4.10000000e-08  6.77422989e-08  5.03091189e-06  4.97842181e-06  5.04616197e-06  6.89048875e-08  6.70251413e-01  7.33817408e-01 
 4.20000000e-08  4.20000000e-08  6.86400412e-08  5.03091180e-06  4.97847596e-06  5.04711385e-06  6.98163297e-08  6.70251415e-01  7.33817407e-01 
 4.30000000e-08  4.30000000e-08  6.95385580e-08  5.03091175e-06  4.97852950e-06  5.04806590e-06  7.07285047e-08  6.70251416e-01  7.33817408e-01 
 4.40000000e-08  4.40000000e-08  7.04378493e-08  5.03091177e-06  4.97858240e-06  5.04901811e-06  7.16414622e-08  6.70251415e-01  7.33817408e-01 
 4.50000000e-08  4.50000000e-08  7.13378725e-08  5.03091196e-06  4.97863488e-06  5.04997061e-06  7.25551298e-08  6.70251413e-01  7.33817410e-01 
 4.60000000e-08  4.60000000e-08  7.22385849e-08  5.03091174e-06  4.97868636e-06  5.05092280e-06  7.34694712e-08  6.70251416e-01  7.33817408e-01 
 4.70000000e-08  4.70000000e-08  7.31400505e-08  5.03091188e-06  4.97873754e-06  5.05187545e-06  7.43845346e-08  6.70251414e-01  7.33817408e-01 
 4.80000000e-08  4.80000000e-08  7.40421768e-08  5.03091176e-06  4.97878791e-06  5.05282795e-06  7.53002743e-08  6.70251415e-01  7.33817408e-01 
 4.90000000e-08  4.90000000e-08  7.49449711e-08  5.03091183e-06  4.97883787e-06  5.05378071e-06  7.62166441e-08  6.70251414e-01  7.33817409e-01 
 5.00000000e-08  5.00000000e-08  7.58484191e-08  5.03091186e-06  4.97888725e-06  5.05473353e-06  7.71336527e-08  6.70251414e-01  7.33817409e-01 
 5.10000000e-08  5.10000000e-08  7.67525492e-08  5.03091199e-06  4.97893615e-06  5.05568655e-06  7.80513270e-08  6.70251412e-01  7.33817411e-01 
 5.20000000e-08  5.20000000e-08  7.76572477e-08  5.03091182e-06  4.97898423e-06  5.05663935e-06  7.89695536e-08  6.70251415e-01  7.33817410e-01 
 5.30000000e-08  5.30000000e-08  7.85626071e-08  5.03091182e-06  4.97903194e-06  5.05759242e-06  7.98884275e-08  6.70251415e-01  7.33817408e-01 
 5.40000000e-08  5.40000000e-08  7.94685491e-08  5.03091192e-06  4.97907925e-06  5.05854566e-06  8.08078702e-08  6.70251413e-01  7.33817410e-01 
 5.50000000e-08  5.50000000e-08  8.03751163e-08  5.03091190e-06  4.97912588e-06  5.05949887e-06  8.17279239e-08  6.70251413e-01  7.33817409e-01 
 5.60000000e-08  5.60000000e-08  8.12822236e-08  5.03091186e-06  4.97917204e-06  5.06045213e-06  8.26484955e-08  6.70251414e-01  7.33817410e-01 
 5.70000000e-08  5.70000000e-08  8.21898709e-08  5.03091196e-06  4.97921787e-06  5.06140561e-06  8.35696027e-08  6.70251412e-01  7.33817409e-01 
 5.80000000e-08  5.80000000e-08  8.30981222e-08  5.03091183e-06  4.97926295e-06  5.06235893e-06  8.44912943e-08  6.70251414e-01  7.33817409e-01 
 5.90000000e-08  5.90000000e-08  8.40068992e-08  5.03091185e-06  4.97930772e-06  5.06331249e-06  8.54134979e-08  6.70251414e-01  7.33817408e-01 
 6.00000000e-08  6.00000000e-08  8.49161808e-08  5.03091191e-06  4.97935208e-06  5.06426615e-06  8.63361752e-08  6.70251413e-01  7.33817411e-01 
 6.10000000e-08  6.10000000e-08  8.58260378e-08  5.03091182e-06  4.97939582e-06  5.06521973e-06  8.72594296e-08  6.70251415e-01  7.33817407e-01 
 6.20000000e-08  6.20000000e-08  8.67363994e-08  5.03091199e-06  4.97943936e-06  5.06617365e-06  8.81831545e-08  6.70251412e-01  7.33817411e-01 
 6.30000000e-08  6.30000000e-08  8.76472370e-08  5.03091180e-06  4.97948215e-06  5.06712727e-06  8.91073543e-08  6.70251415e-01  7.33817408e-01 
 6.40000000e-08  6.40000000e-08  8.85586005e-08  5.03091181e-06  4.97952467e-06  5.06808115e-06  9.00320513e-08  6.70251415e-01  7.33817408e-01 
 6.50000000e-08  6.50000000e-08  8.94704044e-08  5.03091192e-06  4.97956689e-06  5.06903519e-06  9.09571824e-08  6.70251413e-01  7.33817407e-01 
 6.60000000e-08  6.60000000e-08  9.03826916e-08  5.03091180e-06  4.97960849e-06  5.06998908e-06  9.18827693e-08  6.70251415e-01  7.33817406e-01 
 6.70000000e-08  6.70000000e-08  9.12954690e-08  5.03091177e-06  4.97964977e-06  5.07094312e-06  9.28088476e-08  6.70251415e-01  7.33817407e-01 
 6.80000000e-08  6.80000000e-08  9.22087224e-08  5.03091184e-06  4.97969071e-06  5.07189730e-06  9.37353810e-08  6.70251414e-01  7.33817410e-01 
 6.90000000e-08  6.90000000e-08  9.31223525e-08  5.03091187e-06  4.97973126e-06  5.07285152e-06  9.46622592e-08  6.70251414e-01  7.33817407e-01 
 7.00000000e-08  7.00000000e-08  9.40364657e-08  5.03091197e-06  4.97977149e-06  5.07380584e-06  9.55896081e-08  6.70251412e-01  7.33817409e-01 
 7.10000000e-08  7.10000000e-08  9.49509911e-08  5.03091175e-06  4.97981102e-06  5.07475991e-06  9.65173729e-08  6.70251416e-01  7.33817407e-01 
 7.20000000e-08  7.20000000e-08  9.58659498e-08  5.03091180e-06  4.97985046e-06  5.07571430e-06  9.74455511e-08  6.70251415e-01  7.33817408e-01 
 7.30000000e-08  7.30000000e-08  9.67813207e-08  5.03091190e-06  4.97988958e-06  5.07666880e-06  9.83741118e-08  6.70251413e-01  7.33817410e-01 
 7.40000000e-08  7.40000000e-08  9.76971251e-08  5.03091180e-06  4.97992812e-06  5.07762314e-06  9.93030903e-08  6.70251415e-01  7.33817408e-01 
 7.50000000e-08  7.50000000e-08  9.86133060e-08  5.03091173e-06  4.97996636e-06  5.07857757e-06  1.00232434e-07  6.70251416e-01  7.33817408e-01 
 7.60000000e-08  7.60000000e-08  9.95298493e-08  5.03091178e-06  4.98000441e-06  5.07953217e-06  1.01162142e-07  6.70251415e-01  7.33817407e-01 
 7.70000000e-08  7.70000000e-08  1.00446819e-07  5.03091190e-06  4.98004214e-06  5.08048687e-06  1.02092248e-07  6.70251413e-01  7.33817410e-01 
 7.80000000e-08  7.80000000e-08  1.01364151e-07  5.03091181e-06  4.98007937e-06  5.08144142e-06  1.03022698e-07  6.70251415e-01  7.33817408e-01 
 7.90000000e-08  7.90000000e-08  1.02281888e-07  5.03091188e-06  4.98011637e-06  5.08239616e-06  1.03953513e-07  6.70251414e-01  7.33817409e-01 
 8.00000000e-08  8.00000000e-08  1.03199952e-07  5.03091196e-06  4.98015314e-06  5.08335098e-06  1.04884687e-07  6.70251412e-01  7.33817411e-01 
 8.10000000e-08  8.10000000e-08  1.04118385e-07  5.03091173e-06  4.98018920e-06  5.08430550e-06  1.05816192e-07  6.70251416e-01  7.33817406e-01 
 8.20000000e-08  8.20000000e-08  1.05037202e-07  5.03091183e-06  4.98022533e-06  5.08526042e-06  1.06748069e-07  6.70251414e-01  7.33817408e-01 
 8.30000000e-08  8.30000000e-08  1.05956310e-07  5.03091182e-06  4.98026104e-06  5.08621525e-06  1.07680206e-07  6.70251415e-01  7.33817409e-01 
 8.40000000e-08  8.40000000e-08  1.06875788e-07  5.03091193e-06  4.98029654e-06  5.08717024e-06  1.08612701e-07  6.70251413e-01  7.33817409e-01 
 8.50000000e-08  8.50000000e-08  1.07795600e-07  5.03091176e-06  4.98033150e-06  5.08812501e-06  1.09545526e-07  6.70251415e-01  7.33817408e-01 
 8.60000000e-08  8.60000000e-08  1.08715760e-07  5.03091188e-06  4.98036642e-06  5.08908008e-06  1.10478666e-07  6.70251414e-01  7.33817408e-01 
 8.70000000e-08  8.70000000e-08  1.09636233e-07  5.03091179e-06  4.98040086e-06  5.09003500e-06  1.11412136e-07  6.70251415e-01  7.33817408e-01 
 8.80000000e-08  8.80000000e-08  1.10557025e-07  5.03091187e-06  4.98043519e-06  5.09099012e-06  1.12345890e-07  6.70251414e-01  7.33817407e-01 
 8.90000000e-08  8.90000000e-08  1.11478137e-07  5.03091195e-06  4.98046923e-06  5.09194528e-06  1.13279954e-07  6.70251413e-01  7.33817410e-01 
 9.00000000e-08  9.00000000e-08  1.12399540e-07  5.03091185e-06  4.98050283e-06  5.09290028e-06  1.14214281e-07  6.70251414e-01  7.33817409e-01 
 9.10000000e-08  9.10000000e-08  1.13321263e-07  5.03091190e-06  4.98053630e-06  5.09385547e-06  1.15148925e-07  6.70251413e-01  7.33817410e-01 
 9.20000000e-08  9.20000000e-08  1.14243257e-07  5.03091194e-06  4.98056950e-06  5.09481068e-06  1.16083816e-07  6.70251413e-01  7.33817411e-01 
 9.30000000e-08  9.30000000e-08  1.15165577e-07  5.03091194e-06  4.98060238e-06  5.09576589e-06  1.17019032e-07  6.70251413e-01  7.33817408e-01 
 9.40000000e-08  9.40000000e-08  1.16088209e-07  5.03091181e-06  4.98063486e-06  5.09672098e-06  1.17954531e-07  6.70251415e-01  7.33817408e-01 
 9.50000000e-08  9.50000000e-08  1.17011062e-07  5.03091177e-06  4.98066722e-06  5.09767620e-06  1.18890235e-07  6.70251415e-01  7.33817405e-01 
 9.60000000e-08  9.60000000e-08  1.17934235e-07  5.03091192e-06  4.98069950e-06  5.09863165e-06  1.19826249e-07  6.70251413e-01  7.33817409e-01 
 9.70000000e-08  9.70000000e-08  1.18857656e-07  5.03091184e-06  4.98073130e-06  5.09958688e-06  1.20762498e-07  6.70251414e-01  7.33817407e-01 
 9.80000000e-08  9.80000000e-08  1.19781390e-07  5.03091184e-06  4.98076293e-06  5.10054223e-06  1.21699047e-07  6.70251414e-01  7.33817408e-01 
 9.90000000e-08  9.90000000e-08  1.20705387e-07  5.03091190e-06  4.98079436e-06  5.10149767e-06  1.22635838e-07  6.70251413e-01  7.33817408e-01 
 1.00000000e-07  1.00000000e-07  1.21629647e-07  5.03091184e-06  4.98082544e-06  5.10245300e-06  1.23572865e-07  6.70251414e-01  7.33817410e-01 
 1.01000000e-07  1.01000000e-07  1.22554148e-07  5.03091195e-06  4.98085647e-06  5.10340855e-06  1.24510148e-07  6.70251413e-01  7.33817407e-01 
 1.02000000e-07  1.02000000e-07  1.23478856e-07  5.03091185e-06  4.98088711e-06  5.10436390e-06  1.25447617e-07  6.70251414e-01  7.33817408e-01 
 1.03000000e-07  1.03000000e-07  1.24403883e-07  5.03091184e-06  4.98091754e-06  5.10531936e-06  1.26385387e-07  6.70251414e-01  7.33817407e-01 
 1.04000000e-07  1.04000000e-07  1.25329166e-07  5.03091193e-06  4.98094787e-06  5.10627496e-06  1.27323383e-07  6.70251413e-01  7.33817409e-01 
 1.05000000e-07  1.05000000e-07  1.26254648e-07  5.03091179e-06  4.98097775e-06  5.10723033e-06  1.28261581e-07  6.70251415e-01  7.33817407e-01 
 1.06000000e-07  1.06000000e-07  1.27180407e-07  5.03091177e-06  4.98100751e-06  5.10818586e-06  1.29200020e-07  6.70251415e-01  7.33817407e-01 
 1.07000000e-07  1.07000000e-07  1.28106379e-07  5.03091189e-06  4.98103722e-06  5.10914154e-06  1.30138674e-07  6.70251413e-01  7.33817409e-01 
 1.08000000e-07  1.08000000e-07  1.29032586e-07  5.03091177e-06  4.98106648e-06  5.11009700e-06  1.31077557e-07  6.70251415e-01  7.33817408e-01 
 1.09000000e-07  1.09000000e-07  1.29959041e-07  5.03091179e-06  4.98109566e-06  5.11105263e-06  1.32016654e-07  6.70251415e-01  7.33817407e-01 
 1.10000000e-07  1.10000000e-07  1.30885759e-07  5.03091195e-06  4.98112475e-06  5.11200844e-06  1.32956019e-07  6.70251413e-01  7.33817409e-01 
 1.11000000e-07  1.11000000e-07  1.31812605e-07  5.03091181e-06  4.98115340e-06  5.11296393e-06  1.33895481e-07  6.70251415e-01  7.33817408e-01 
 1.12000000e-07  1.12000000e-07  1.32739679e-07  5.03091177e-06  4.98118194e-06  5.11391955e-06  1.34835163e-07  6.70251415e-01  7.33817408e-01 
 1.13000000e-07  1.13000000e-07  1.33667051e-07  5.03091189e-06  4.98121036e-06  5.11487535e-06  1.35775130e-07  6.70251414e-01  7.33817409e-01 
 1.14000000e-07  1.14000000e-07  1.34594558e-07  5.03091178e-06  4.98123845e-06  5.11583095e-06  1.36715224e-07  6.70251415e-01  7.33817408e-01 
 1.15000000e-07  1.15000000e-07  1.35522299e-07  5.03091176e-06  4.98126639e-06  5.11678663e-06  1.37655528e-07  6.70251415e-01  7.33817406e-01 
 1.16000000e-07  1.16000000e-07  1.36450268e-07  5.03091183e-06  4.98129423e-06  5.11774245e-06  1.38596051e-07  6.70251414e-01  7.33817408e-01 
 1.17000000e-07  1.17000000e-07  1.37378457e-07  5.03091195e-06  4.98132193e-06  5.11869831e-06  1.39536774e-07  6.70251413e-01  7.33817408e-01 
 1.18000000e-07  1.18000000e-07  1.38306788e-07  5.03091172e-06  4.98134912e-06  5.11965385e-06  1.40477625e-07  6.70251416e-01  7.33817406e-01 
 1.19000000e-07  1.19000000e-07  1.39235347e-07  5.03091183e-06  4.98137643e-06  5.12060972e-06  1.41418674e-07  6.70251414e-01  7.33817407e-01 
 1.20000000e-07  1.20000000e-07  1.40164111e-07  5.03091180e-06  4.98140342e-06  5.12156548e-06  1.42359949e-07  6.70251415e-01  7.33817408e-01 
 1.21000000e-07  1.21000000e-07  1.41093054e-07  5.03091187e-06  4.98143037e-06  5.12252137e-06  1.43301383e-07  6.70251414e-01  7.33817408e-01 
 1.22000000e-07  1.22000000e-07  1.42022202e-07  5.03091195e-06  4.98145711e-06  5.12347726e-06  1.44243000e-07  6.70251413e-01  7.33817410e-01 
 1.23000000e-07  1.23000000e-07  1.42951535e-07  5.03091177e-06  4.98148346e-06  5.12443293e-06  1.45184790e-07  6.70251415e-01  7.33817408e-01 
 1.24000000e-07  1.24000000e-07  1.43881046e-07  5.03091174e-06  4.98150976e-06  5.12538875e-06  1.46126736e-07  6.70251416e-01  7.33817405e-01 
 1.25000000e-07  1.25000000e-07  1.44810762e-07  5.03091185e-06  4.98153600e-06  5.12634471e-06  1.47068895e-07  6.70251414e-01  7.33817408e-01 
 1.26000000e-07  1.26000000e-07  1.45740607e-07  5.03091181e-06  4.98156197e-06  5.12730053e-06  1.48011132e-07  6.70251415e-01  7.33817408e-01 
 1.27000000e-07  1.27000000e-07  1.46670679e-07  5.03091186e-06  4.98158784e-06  5.12825647e-06  1.48953613e-07  6.70251414e-01  7.33817408e-01 
 1.28000000e-07  1.28000000e-07  1.47600893e-07  5.03091196e-06  4.98161360e-06  5.12921246e-06  1.49896201e-07  6.70251412e-01  7.33817409e-01 
 1.29000000e-07  1.29000000e-07  1.48531313e-07  5.03091185e-06  4.98163900e-06  5.13016827e-06  1.50838994e-07  6.70251414e-01  7.33817409e-01 
 1.30000000e-07  1.30000000e-07  1.49461876e-07  5.03091191e-06  4.98166440e-06  5.13112421e-06  1.51781918e-07  6.70251413e-01  7.33817409e-01 
 1.31000000e-07  1.31000000e-07  1.50392609e-07  5.03091178e-06  4.98168946e-06  5.13208001e-06  1.52725007e-07  6.70251415e-01  7.33817408e-01 
 1.32000000e-07  1.32000000e-07  1.51323512e-07  5.03091177e-06  4.98171446e-06  5.13303594e-06  1.53668234e-07  6.70251415e-01  7.33817406e-01 
 1.33000000e-07  1.33000000e-07  1.52254586e-07  5.03091185e-06  4.98173942e-06  5.13399196e-06  1.54611638e-07  6.70251414e-01  7.33817408e-01 
 1.34000000e-07  1.34000000e-07  1.53185788e-07  5.03091185e-06  4.98176414e-06  5.13494789e-06  1.55555151e-07  6.70251414e-01  7.33817409e-01 
 1.35000000e-07  1.35000000e-07  1.54117210e-07  5.03091193e-06  4.98178878e-06  5.13590394e-06  1.56498843e-07  6.70251413e-01  7.33817408e-01 
 1.36000000e-07  1.36000000e-07  1.55048724e-07  5.03091191e-06  4.98181319e-06  5.13685988e-06  1.57442650e-07  6.70251413e-01  7.33817409e-01 
 1.37000000e-07  1.37000000e-07  1.55980423e-07  5.03091193e-06  4.98183748e-06  5.13781588e-06  1.58386625e-07  6.70251413e-01  7.33817409e-01 
 1.38000000e-07  1.38000000e-07  1.56912307e-07  5.03091196e-06  4.98186161e-06  5.13877188e-06  1.59330756e-07  6.70251412e-01  7.33817410e-01 
 1.39000000e-07  1.39000000e-07  1.57844305e-07  5.03091189e-06  4.98188554e-06  5.13972780e-06  1.60274988e-07  6.70251413e-01  7.33817410e-01 
 1.40000000e-07  1.40000000e-07  1.58776466e-07  5.03091193e-06  4.98190939e-06  5.14068381e-06  1.61219395e-07  6.70251413e-01  7.33817408e-01 
 1.41000000e-07  1.41000000e-07  1.59708719e-07  5.03091181e-06  4.98193302e-06  5.14163970e-06  1.62163867e-07  6.70251415e-01  7.33817408e-01 
 1.42000000e-07  1.42000000e-07  1.60641207e-07  5.03091185e-06  4.98195657e-06  5.14259574e-06  1.63108548e-07  6.70251414e-01  7.33817408e-01 
 1.43000000e-07  1.43000000e-07  1.61573780e-07  5.03091191e-06  4.98198006e-06  5.14355181e-06  1.64053319e-07  6.70251413e-01  7.33817410e-01 
 1.44000000e-07  1.44000000e-07  1.62506538e-07  5.03091183e-06  4.98200325e-06  5.14450775e-06  1.64998235e-07  6.70251414e-01  7.33817406e-01 
 1.45000000e-07  1.45000000e-07  1.63439388e-07  5.03091190e-06  4.98202648e-06  5.14546382e-06  1.65943242e-07  6.70251413e-01  7.33817410e-01 
 1.46000000e-07  1.46000000e-07  1.64372402e-07  5.03091193e-06  4.98204952e-06  5.14641987e-06  1.66888422e-07  6.70251413e-01  7.33817409e-01 
 1.47000000e-07  1.47000000e-07  1.65305529e-07  5.03091181e-06  4.98207229e-06  5.14737578e-06  1.67833697e-07  6.70251415e-01  7.33817410e-01 
 1.48000000e-07  1.48000000e-07  1.66238820e-07  5.03091186e-06  4.98209508e-06  5.14833186e-06  1.68779114e-07  6.70251414e-01  7.33817408e-01 
 1.49000000e-07  1.49000000e-07  1.67172239e-07  5.03091198e-06  4.98211782e-06  5.14928802e-06  1.69724636e-07  6.70251412e-01  7.33817409e-01 
 1.50000000e-07  1.50000000e-07  1.68105764e-07  5.03091181e-06  4.98214014e-06  5.15024387e-06  1.70670273e-07  6.70251415e-01  7.33817409e-01 
 1.51000000e-07  1.51000000e-07  1.69039417e-07  5.03091180e-06  4.98216252e-06  5.15119991e-06  1.71616010e-07  6.70251415e-01  7.33817408e-01 
 1.52000000e-07  1.52000000e-07  1.69973241e-07  5.03091186e-06  4.98218480e-06  5.15215602e-06  1.72561890e-07  6.70251414e-01  7.33817409e-01 
 1.53000000e-07  1.53000000e-07  1.70907157e-07  5.03091183e-06  4.98220688e-06  5.15311201e-06  1.73507872e-07  6.70251414e-01  7.33817408e-01 
 1.54000000e-07  1.54000000e-07  1.71841222e-07  5.03091188e-06  4.98222893e-06  5.15406812e-06  1.74453985e-07  6.70251414e-01  7.33817409e-01 
 1.55000000e-07  1.55000000e-07  1.72775344e-07  5.03091185e-06  4.98225081e-06  5.15502412e-06  1.75400161e-07  6.70251414e-01  7.33817409e-01 
 1.56000000e-07  1.56000000e-07  1.73709665e-07  5.03091194e-06  4.98227261e-06  5.15598025e-06  1.76346500e-07  6.70251413e-01  7.33817409e-01 
 1.57000000e-07  1.57000000e-07  1.74644057e-07  5.03091190e-06  4.98229424e-06  5.15693626e-06  1.77292919e-07  6.70251413e-01  7.33817409e-01 
 1.58000000e-07  1.58000000e-07  1.75578613e-07  5.03091199e-06  4.98231582e-06  5.15789239e-06  1.78239458e-07  6.70251412e-01  7.33817411e-01 
 1.59000000e-07  1.59000000e-07  1.76513247e-07  5.03091185e-06  4.98233710e-06  5.15884831e-06  1.79186100e-07  6.70251414e-01  7.33817411e-01 
 1.60000000e-07  1.60000000e-07  1.77448001e-07  5.03091185e-06  4.98235840e-06  5.15980436e-06  1.80132813e-07  6.70251414e-01  7.33817408e-01 
 1.61000000e-07  1.61000000e-07  1.78382869e-07  5.03091199e-06  4.98237971e-06  5.16076055e-06  1.81079661e-07  6.70251412e-01  7.33817411e-01 
 1.62000000e-07  1.62000000e-07  1.79317851e-07  5.03091190e-06  4.98240067e-06  5.16171649e-06  1.82026589e-07  6.70251413e-01  7.33817409e-01 
 1.63000000e-07  1.63000000e-07  1.80252925e-07  5.03091195e-06  4.98242169e-06  5.16267259e-06  1.82973589e-07  6.70251413e-01  7.33817410e-01 
 1.64000000e-07  1.64000000e-07  1.81188142e-07  5.03091177e-06  4.98244235e-06  5.16362847e-06  1.83920762e-07  6.70251415e-01  7.33817408e-01 
 1.65000000e-07  1.65000000e-07  1.82123436e-07  5.03091182e-06  4.98246315e-06  5.16458456e-06  1.84867967e-07  6.70251414e-01  7.33817407e-01 
 1.66000000e-07  1.66000000e-07  1.83058873e-07  5.03091191e-06  4.98248384e-06  5.16554070e-06  1.85815321e-07  6.70251413e-01  7.33817409e-01 
